,chrom,start,end,mean_intensity
88,chr1,166950000,168250000,0.8368330369835179
89,chr1,168250000,169850000,0.9184358020540673
90,chr1,169850000,171550000,1.2085627734565862
91,chr1,171550000,172550000,0.8441567656145045
92,chr1,172550000,173950000,0.8655026416097603
93,chr1,173950000,175150000,1.1604827513476907
94,chr1,175150000,176250000,1.006157504826869
95,chr1,176250000,178250000,0.7355599758859714
96,chr1,178250000,180450000,0.8861810469915774
97,chr1,180450000,181350000,1.0920375788802603
98,chr1,181350000,182850000,0.931677422251466
99,chr1,182850000,184050000,1.059603602506438
100,chr1,184050000,184750000,1.2455422656315247
101,chr1,184750000,186350000,1.0915446324063538
102,chr1,186350000,187050000,1.614253226005001
103,chr1,187050000,190550000,1.210480956321697
104,chr1,190550000,192450000,1.1526582077157659
105,chr1,192450000,193050000,1.1268578575414783
106,chr1,193050000,197250000,1.0953405495433481
107,chr1,197250000,198750000,0.9578110613705505
108,chr1,198750000,200550000,0.8419188170313432
109,chr1,200550000,202950000,0.9663947850062781
110,chr1,202950000,204450000,0.9604199463458863
111,chr1,204450000,205650000,1.0817707210411813
112,chr1,205650000,207950000,0.8752126100038522
113,chr1,207950000,209750000,1.1241507441913725
114,chr1,209750000,211250000,0.8065387354111234
115,chr1,211250000,213050000,1.2208107522546994
116,chr1,213050000,214150000,0.8558684128655983
117,chr1,214150000,215550000,0.9695218370142236
118,chr1,215550000,218250000,0.940906500096491
119,chr1,218250000,220050000,0.8867022243876274
120,chr1,220050000,220750000,1.0170312259473955
121,chr1,220750000,222550000,0.9602802122375197
122,chr1,222550000,224450000,0.9288920385571585
123,chr1,224450000,225350000,0.7539363785237502
124,chr1,225350000,226350000,1.23124830906334
125,chr1,226350000,229550000,1.160030130019703
126,chr1,229550000,230550000,1.1739328816415757
127,chr1,230550000,231750000,0.9308790812825499
128,chr1,231750000,233250000,0.7395738186545527
129,chr1,233250000,234350000,1.0415400937735952
130,chr1,234350000,235150000,1.5036419415170628
131,chr1,235150000,236050000,1.2701571246286123
132,chr1,236050000,236650000,1.1558377141948557
133,chr1,236650000,237750000,1.2161413118112216
134,chr1,237750000,240050000,0.7140730679808353
135,chr1,240050000,240750000,1.0578390857400726
136,chr1,240750000,241450000,0.9538256696894627
137,chr1,241450000,243250000,0.7336581218207533
138,chr1,243250000,244350000,0.8648931699382977
139,chr1,244350000,246550000,1.051250217162649
140,chr1,246550000,247450000,1.1531724334909246
141,chr2,650000,1650000,1.2827624845431476
142,chr2,1650000,3650000,1.196875992864987
143,chr2,3650000,4750000,1.0492299447415823
144,chr2,4750000,6950000,1.0173281826323135
145,chr2,6950000,8750000,1.074452467328465
146,chr2,8750000,10750000,0.9315655946430451
147,chr2,10750000,11750000,1.3381214248054316
148,chr2,11750000,12950000,1.2376539885544704
149,chr2,12950000,15450000,0.9849784003257159
150,chr2,15450000,16150000,0.0712155263557909
151,chr2,16150000,17750000,1.2681355534058067
152,chr2,17750000,18350000,1.329296949057006
153,chr2,18350000,19950000,1.7648248187573856
154,chr2,19950000,20750000,1.1080324552799923
155,chr2,20750000,22050000,1.1262961618427718
156,chr2,22050000,23650000,1.4398502487884244
157,chr2,23650000,25750000,0.8770833771990585
158,chr2,25750000,27550000,1.4184061850194913
159,chr2,27550000,28650000,1.465927125284826
160,chr2,28650000,30150000,1.1344552885243702
161,chr2,30150000,30750000,1.2175522108017138
162,chr2,30750000,32650000,0.8239663081760012
163,chr2,32650000,33550000,1.0029062586760078
164,chr2,33550000,34650000,1.231710061999902
165,chr2,34650000,37150000,1.5769742768650028
166,chr2,37150000,37950000,1.3875585597107962
167,chr2,37950000,39950000,1.0152213583169913
168,chr2,39950000,41750000,0.8144405380973776
169,chr2,41750000,42750000,0.822917252634389
170,chr2,42750000,43650000,0.9097576205101795
171,chr2,43650000,45550000,1.1200526040999563
172,chr2,45550000,47050000,0.7544419089600344
173,chr2,47050000,50450000,1.7106955370319177
174,chr2,50450000,53850000,1.1316949526108213
175,chr2,53850000,55650000,0.8038445706989056
176,chr2,55650000,57650000,1.4765312129582628
177,chr2,57650000,59250000,1.221418499711935
178,chr2,59250000,60750000,0.7941180488766619
179,chr2,60750000,61850000,0.9962950022379585
180,chr2,61850000,62850000,0.6725403164969648
181,chr2,62850000,63550000,1.0468290213215685
182,chr2,63550000,65650000,0.8873893623220942
183,chr2,65650000,66450000,1.0862425803364213
184,chr2,66450000,68150000,1.001438870292894
185,chr2,68150000,69750000,0.7605392601964119
186,chr2,69750000,71050000,1.1749993548400675
187,chr2,71050000,72750000,1.0421767576854861
188,chr2,72750000,74550000,0.8332984718384874
189,chr2,74550000,75650000,1.2719082194958762
190,chr2,75650000,79050000,1.1445804979099747
191,chr2,79050000,79950000,0.8459663788552673
192,chr2,79950000,84350000,0.9857119114760668
193,chr2,84350000,85650000,1.3496777221871685
194,chr2,85650000,95950000,
195,chr2,95950000,98350000,0.4567283846871744
196,chr2,98350000,99450000,1.0675513427650865
197,chr2,99450000,100350000,1.0723189800114843
198,chr2,100350000,101950000,0.8109166771512147
199,chr2,101950000,105050000,1.090076680751105
200,chr2,105050000,106650000,1.2803169801062297
201,chr2,106650000,108950000,0.9517321109275416
202,chr2,108950000,112750000,0.5521627361137276
203,chr2,112750000,117950000,1.0025536168661857
204,chr2,117950000,119550000,0.6968190399997525
205,chr2,119550000,121850000,0.7592908859418522
206,chr2,121850000,124050000,1.2516525893020642
207,chr2,124050000,127050000,0.8945085466757865
208,chr2,127050000,128550000,1.1153971171559982
209,chr2,128550000,133850000,1.171731690595556
210,chr2,133850000,134950000,0.6768433612907415
211,chr2,134950000,135850000,1.484819784701631
212,chr2,135850000,136450000,1.739941126964555
213,chr2,136450000,137850000,1.0734924225908227
214,chr2,137850000,138850000,1.0959548256412035
215,chr2,138850000,139850000,1.305220856340286
216,chr2,139850000,140950000,1.4346659894866225
217,chr2,140950000,143150000,0.9568931420007575
218,chr2,143150000,144350000,1.2899331838782333
219,chr2,144350000,146750000,1.2715127118355534
220,chr2,146750000,147950000,1.32511975398621
221,chr2,147950000,148950000,0.9373672247905708
222,chr2,148950000,149650000,1.1769014680399723
223,chr2,149650000,151350000,0.7169835136494614
224,chr2,151350000,152150000,0.9745051387192759
225,chr2,152150000,152750000,1.0889880821813593
226,chr2,152750000,153750000,1.0374150960610364
227,chr2,153750000,154450000,0.9712351981958621
228,chr2,154450000,155350000,1.485424867901339
229,chr2,155350000,157250000,1.0022789078450067
230,chr2,157250000,158850000,0.8855092235512748
231,chr2,158850000,159950000,0.8873928626805828
232,chr2,159950000,161150000,0.8798637916559099
233,chr2,161150000,162350000,1.7991428359916064
234,chr2,162350000,164550000,1.0783535801879127
235,chr2,164550000,165850000,0.7860957006937971
236,chr2,165850000,168150000,0.9992097051874355
237,chr2,168150000,168950000,1.2612281100025189
238,chr2,168950000,170050000,0.7917519540851341
239,chr2,170050000,170950000,1.556404409614937
240,chr2,170950000,172650000,1.1240660943185652
241,chr2,172650000,174350000,1.1285087816090151
242,chr2,174350000,175250000,0.9728000125491137
243,chr2,175250000,176050000,0.9524988478461868
244,chr2,176050000,176650000,1.6160601005772683
245,chr2,176650000,177850000,0.8414066610446488
246,chr2,177850000,180050000,1.0795462310800323
247,chr2,180050000,181050000,1.0879907969638487
248,chr2,181050000,183150000,0.8956150404993038
249,chr2,183150000,186750000,1.1085373524117248
250,chr2,186750000,187550000,1.4000374593388933
251,chr2,187550000,188450000,1.3155865193590408
252,chr2,188450000,189550000,1.190724670877931
253,chr2,189550000,190750000,0.8727506640435662
254,chr2,190750000,191650000,0.988753038344019
255,chr2,191650000,193550000,1.1318358626359153
256,chr2,193550000,196850000,0.9369253714516527
257,chr2,196850000,197650000,1.3017726719327074
258,chr2,197650000,198350000,1.375624182849794
259,chr2,198350000,199950000,1.0871227928985931
260,chr2,199950000,202250000,1.0100809031654783
261,chr2,202250000,203950000,1.1508206368563403
262,chr2,203950000,206050000,1.2508931039096505
263,chr2,206050000,206650000,1.0595561578696995
264,chr2,206650000,207550000,1.658613620826241
265,chr2,207550000,208350000,1.5832406565964543
266,chr2,208350000,210350000,0.9391812184559208
267,chr2,210350000,211750000,1.1507899776363504
268,chr2,211750000,212650000,1.0851849340632684
269,chr2,212650000,215350000,0.8526145368694542
270,chr2,215350000,216050000,1.139716109030276
271,chr2,216050000,218150000,0.9482316856977636
272,chr2,218150000,219650000,1.0640948382631212
273,chr2,219650000,222650000,1.1275289186360637
274,chr2,222650000,223850000,1.5295161753381743
275,chr2,223850000,224850000,1.065800024177137
276,chr2,224850000,225750000,1.1896381266619938
277,chr2,225750000,227150000,1.643040056466285
278,chr2,227150000,227850000,1.2344258790502318
279,chr2,227850000,229750000,1.5713615392904456
280,chr2,229750000,230750000,1.4989208637794498
281,chr2,230750000,231750000,1.6332586901151334
282,chr2,231750000,232550000,1.117048015255301
283,chr2,232550000,235150000,1.2162105748349006
284,chr2,235150000,235750000,1.6715049365331627
285,chr2,235750000,237050000,1.289083967702384
286,chr2,237050000,238350000,0.9994717258988506
287,chr2,238350000,240050000,1.0858253765978756
288,chr2,240050000,241550000,1.4112125884994704
289,chr3,950000,3150000,0.7028378358934226
290,chr3,3150000,4250000,0.7490385984433212
291,chr3,4250000,5150000,0.7064722729192002
292,chr3,5150000,7150000,0.9253239430518395
293,chr3,7150000,8750000,0.8664803623686942
294,chr3,8750000,10250000,0.9516516821246275
295,chr3,10250000,11150000,0.7254124552891676
296,chr3,11150000,12750000,0.7987852301670983
297,chr3,12750000,15050000,0.7121749096510547
298,chr3,15050000,16350000,0.5902197936315859
299,chr3,16350000,17250000,0.9872799518957134
300,chr3,17250000,18350000,0.6543530646755406
301,chr3,18350000,19050000,0.8018275408449679
302,chr3,19050000,20350000,1.031982719157525
303,chr3,20350000,22150000,0.981138274521164
304,chr3,22150000,23050000,1.0573706442416793
305,chr3,23050000,23950000,0.8048933060166285
306,chr3,23950000,24750000,1.0594266915730117
307,chr3,24750000,25650000,0.9253557240701187
308,chr3,25650000,27150000,0.9730628487246203
309,chr3,27150000,28350000,0.6279599882287956
310,chr3,28350000,30750000,0.7991357941513141
311,chr3,30750000,33850000,0.778019391517114
312,chr3,33850000,36050000,1.0720336520109746
313,chr3,36050000,37050000,1.2173394909353397
314,chr3,37050000,37950000,1.57340478205076
315,chr3,37950000,39350000,1.1763986355778842
316,chr3,39350000,40350000,1.4740181515688098
317,chr3,40350000,42850000,1.4161217856045762
318,chr3,42850000,43550000,1.4855151345396298
319,chr3,43550000,44950000,0.9941702417898174
320,chr3,44950000,46050000,0.9980708043413246
321,chr3,46050000,46750000,1.0721041905561493
322,chr3,46750000,47450000,1.8390117329535756
323,chr3,47450000,50650000,1.7610267769167702
324,chr3,50650000,51350000,1.0127600780684147
325,chr3,51350000,52750000,1.614731253227789
326,chr3,52750000,53850000,1.0569573165546944
327,chr3,53850000,56550000,1.3181945405305873
328,chr3,56550000,58650000,1.4896492305149682
329,chr3,58650000,61350000,1.0998820425272584
330,chr3,61350000,62450000,1.5612237186033848
331,chr3,62450000,63250000,1.294395763957166
332,chr3,63250000,63950000,1.766288773983786
333,chr3,63950000,64550000,1.6579042041526943
334,chr3,64550000,65450000,1.1536129491569496
335,chr3,65450000,66250000,1.2993086685795714
336,chr3,66250000,69050000,1.7726999420724205
337,chr3,69050000,69950000,1.3612106960820614
338,chr3,69950000,70950000,1.3227599618675179
339,chr3,70950000,71750000,1.7335876197072615
340,chr3,71750000,72950000,1.638484455304214
341,chr3,72950000,73850000,1.215415803652713
342,chr3,73850000,75150000,1.161367823295664
343,chr3,75150000,77350000,1.3387443159607297
344,chr3,77350000,79550000,1.3730337777986579
345,chr3,79550000,84350000,1.0138951412690203
346,chr3,84350000,85650000,1.1986229311933654
347,chr3,85650000,87250000,1.4847292898604916
348,chr3,87250000,88250000,1.4014093480304342
349,chr3,88250000,89050000,1.2572361026832897
350,chr3,89050000,90250000,1.2937113768599013
351,chr3,90250000,96850000,
352,chr3,96850000,97950000,1.491244507979342
353,chr3,97950000,99750000,0.9508989490817101
354,chr3,99750000,100350000,1.2211609055274522
355,chr3,100350000,101650000,1.496585766966229
356,chr3,101650000,103650000,0.7816062522432595
357,chr3,103650000,105550000,1.000206271097075
358,chr3,105550000,107150000,1.0951806618894944
359,chr3,107150000,108450000,0.8920991130234505
360,chr3,108450000,111550000,1.2574619110304532
361,chr3,111550000,113750000,0.9047240039333491
362,chr3,113750000,115850000,0.903439985289439
363,chr3,115850000,116850000,1.1419165145974723
364,chr3,116850000,118950000,0.8614142726961642
365,chr3,118950000,121450000,1.1549941754588513
366,chr3,121450000,122450000,1.170486288828668
367,chr3,122450000,123650000,1.0231235345671121
368,chr3,123650000,124550000,0.8186624835373605
369,chr3,124550000,125750000,1.3778359198879215
370,chr3,125750000,127550000,0.8214220429265282
371,chr3,127550000,129350000,1.2626207853348095
372,chr3,129350000,130150000,1.4747432787724348
373,chr3,130150000,130950000,1.1533817744064578
374,chr3,130950000,132650000,1.1312871830499958
375,chr3,132650000,133650000,1.2302558160160082
376,chr3,133650000,134550000,0.7659067747020689
377,chr3,134550000,135950000,1.1187358267192107
378,chr3,135950000,136950000,0.9616786709899031
379,chr3,136950000,138050000,1.1271905417681953
380,chr3,138050000,139450000,1.3300287840277578
381,chr3,139450000,140850000,0.9174814059010057
382,chr3,140850000,142450000,1.3104292936549309
383,chr3,142450000,143850000,1.0201106413246637
384,chr3,143850000,146750000,1.052246162631122
385,chr3,146750000,149850000,1.1667406831755995
386,chr3,149850000,151250000,0.8065238281903312
387,chr3,151250000,151950000,1.1761215206493054
388,chr3,151950000,152550000,1.1410749785452057
389,chr3,152550000,154150000,1.1410748128987673
390,chr3,154150000,155950000,1.1780397557238267
391,chr3,155950000,156650000,1.197857370249202
392,chr3,156650000,157550000,0.7924818389877757
393,chr3,157550000,158650000,0.9482397631636029
394,chr3,158650000,159850000,0.6650986712968969
395,chr3,159850000,160450000,0.9777985096324832
396,chr3,160450000,161450000,0.8366703707242328
397,chr3,161450000,165250000,1.082783776471559
398,chr3,165250000,168050000,1.263635926854006
399,chr3,168050000,168950000,0.8288438641430854
400,chr3,168950000,169850000,1.0461296069318717
401,chr3,169850000,170950000,0.9039579712341267
402,chr3,170950000,171650000,0.9407916667208486
403,chr3,171650000,172750000,0.8146178352656431
404,chr3,172750000,173450000,1.0346664229369213
405,chr3,173450000,176750000,0.8614272810587845
406,chr3,176750000,178450000,1.0191514277792806
407,chr3,178450000,179650000,0.8946670492341958
408,chr3,179650000,180650000,0.8927376713968895
409,chr3,180650000,181750000,0.7652675403602319
410,chr3,181750000,182750000,1.1114298186766616
411,chr3,182750000,185850000,1.069511351220106
412,chr3,185850000,187150000,0.6682922677828914
413,chr3,187150000,187750000,1.2129484362352494
414,chr3,187750000,189050000,0.7662053154102662
415,chr3,189050000,189850000,0.947919426430853
416,chr3,189850000,192450000,0.8316379823046831
417,chr3,192450000,193650000,1.1469293005503447
418,chr3,193650000,194550000,1.1032354468176786
419,chr3,194550000,196050000,0.9655483638745995
420,chr3,196050000,197650000,0.8971250223891464
421,chr4,750000,1850000,1.6418101589464336
422,chr4,1850000,2950000,1.8335869972262726
423,chr4,2950000,4250000,1.5919559801655296
424,chr4,4250000,4950000,1.139671343277562
425,chr4,4950000,5850000,0.9478860228715797
426,chr4,5850000,7050000,1.0592025388554716
427,chr4,7050000,10450000,1.173267182839403
428,chr4,10450000,12650000,1.0187715080623774
429,chr4,12650000,13650000,1.0776462855960314
430,chr4,13650000,16350000,0.9159832236261026
431,chr4,16350000,17550000,0.7998979066807377
432,chr4,17550000,18650000,1.0193917260451735
433,chr4,18650000,20650000,1.0603761201513597
434,chr4,20650000,22950000,0.6720275738882117
435,chr4,22950000,23750000,1.2069646641059786
436,chr4,23750000,24550000,1.239514855225775
437,chr4,24550000,25250000,0.989322371211902
438,chr4,25250000,27050000,1.406621663765564
439,chr4,27050000,27650000,1.320837120997658
440,chr4,27650000,30650000,1.1653485973464117
441,chr4,30650000,33450000,0.9944684663605822
442,chr4,33450000,34750000,1.0182808628013593
443,chr4,34750000,36250000,1.0150674376921751
444,chr4,36250000,37450000,1.0441535419859318
445,chr4,37450000,38750000,0.7128702765870183
446,chr4,38750000,39350000,1.30732639145594
447,chr4,39350000,41250000,0.9879187665384942
448,chr4,41250000,44650000,0.8997611282383539
449,chr4,44650000,48050000,1.0626022103300434
450,chr4,48050000,48950000,0.9612295088658086
451,chr4,48950000,52950000,
452,chr4,52950000,54350000,1.0609724403120542
453,chr4,54350000,57050000,0.8958919472129655
454,chr4,57050000,62650000,0.9679128217138837
455,chr4,62650000,64650000,1.3044145793504127
456,chr4,64650000,67450000,1.1671601362947366
457,chr4,67450000,69250000,0.854041161631605
458,chr4,69250000,70650000,1.2992638810133001
459,chr4,70650000,73050000,1.0327155434569135
460,chr4,73050000,74250000,0.8090156034008492
461,chr4,74250000,76050000,1.2622517042454835
462,chr4,76050000,77750000,0.7915656315825786
463,chr4,77750000,78850000,0.7455264217813831
464,chr4,78850000,80350000,1.0739868757892876
465,chr4,80350000,81450000,0.7733528212919355
466,chr4,81450000,82350000,1.2294067330751377
467,chr4,82350000,82950000,1.4874929980222238
468,chr4,82950000,84650000,0.9928071075947277
469,chr4,84650000,85950000,1.0435517104759586
470,chr4,85950000,87150000,0.6906061938296303
471,chr4,87150000,89150000,0.8572216140953302
472,chr4,89150000,90350000,1.2947070149378672
473,chr4,90350000,91150000,1.225871290148239
474,chr4,91150000,93750000,1.0554552258734995
475,chr4,93750000,94350000,1.1730573466166554
476,chr4,94350000,95150000,0.8460839244683518
477,chr4,95150000,96350000,1.059297580633551
478,chr4,96350000,98150000,1.040832439692496
479,chr4,98150000,98950000,0.8099260700831787
480,chr4,98950000,102350000,1.309411418740193
481,chr4,102350000,103150000,0.9364193199647332
482,chr4,103150000,103950000,1.2280266902863155
483,chr4,103950000,105650000,0.884187012711414
484,chr4,105650000,107950000,1.0557032777040287
485,chr4,107950000,108650000,1.5425968481443322
486,chr4,108650000,109350000,1.4763026420947132
487,chr4,109350000,109950000,1.0485720713237485
488,chr4,109950000,110450000,1.0629663106164091
489,chr4,110450000,112150000,1.2239539449440138
490,chr4,112150000,113250000,1.1690320993896872
491,chr4,113250000,114950000,1.597704161082942
492,chr4,114950000,116150000,1.2206484321885682
493,chr4,116150000,117150000,1.2491913380306159
494,chr4,117150000,118350000,1.3203243470263224
495,chr4,118350000,119450000,0.9319339708232454
496,chr4,119450000,120050000,1.0995432347634868
497,chr4,120050000,121150000,1.0352948643407869
498,chr4,121150000,121850000,1.3781939305840922
499,chr4,121850000,123050000,1.0297142681650024
500,chr4,123050000,124250000,1.1898220824038612
501,chr4,124250000,125250000,0.8882990489592535
502,chr4,125250000,127650000,1.150525741654639
503,chr4,127650000,129250000,1.1221091058537378
504,chr4,129250000,131750000,0.8992540578135021
505,chr4,131750000,134950000,1.23443872716856
506,chr4,134950000,136950000,1.0385060323727966
507,chr4,136950000,137850000,1.2062131631725077
508,chr4,137850000,138950000,0.9767191030743895
509,chr4,138950000,140350000,0.694458233447779
510,chr4,140350000,142150000,0.5943805368247643
511,chr4,142150000,143050000,1.1650787976261137
512,chr4,143050000,145150000,1.1868843008081615
513,chr4,145150000,146150000,0.898013448650798
514,chr4,146150000,147650000,0.8690110370737552
515,chr4,147650000,149950000,1.121161756667041
516,chr4,149950000,151050000,1.1617529854991517
517,chr4,151050000,153650000,0.7050146200688282
518,chr4,153650000,154750000,1.0082925462313164
519,chr4,154750000,157050000,0.93694180347415
520,chr4,157050000,158650000,1.0115668417263801
521,chr4,158650000,159450000,1.3465315935389093
522,chr4,159450000,162350000,1.0656300721820686
523,chr4,162350000,163550000,1.294685148301623
524,chr4,163550000,165150000,1.2551241265528692
525,chr4,165150000,166150000,1.1953826672085934
526,chr4,166150000,168950000,1.6025998263252443
527,chr4,168950000,169550000,1.1754487644815035
528,chr4,169550000,170150000,1.2922695955376282
529,chr4,170150000,172150000,1.1011917491447492
530,chr4,172150000,172950000,1.0211134547618395
531,chr4,172950000,174350000,1.280586856513933
532,chr4,174350000,176450000,1.15438570002452
533,chr4,176450000,177350000,1.3024403119840737
534,chr4,177350000,181550000,1.0885059840265228
535,chr4,181550000,183350000,0.7407804268193184
536,chr4,183350000,185250000,1.2552427338264023
537,chr4,185250000,186150000,1.0981425926203552
538,chr4,186150000,186750000,1.5747830754999417
539,chr4,186750000,187650000,0.9822197824563853
540,chr4,187650000,189250000,0.8059918649449543
541,chr5,1050000,3550000,0.7615819330962275
542,chr5,3550000,4950000,1.2085770367942938
543,chr5,4950000,6750000,1.0315974884751649
544,chr5,6750000,7850000,0.9262311594111236
545,chr5,7850000,9050000,0.870586798658533
546,chr5,9050000,11250000,0.9249434129837036
547,chr5,11250000,12150000,0.8978194288441493
548,chr5,12150000,13950000,1.1979038070465722
549,chr5,13950000,15150000,1.108757746494567
550,chr5,15150000,17250000,1.0066056667492713
551,chr5,17250000,18350000,1.570822357367331
552,chr5,18350000,21650000,1.13849359052778
553,chr5,21650000,23250000,1.13850315432788
554,chr5,23250000,24350000,1.313062658231775
555,chr5,24350000,26750000,1.029522204065638
556,chr5,26750000,28750000,1.2226588986399776
557,chr5,28750000,31450000,0.8479830902202722
558,chr5,31450000,32550000,1.0243883692024196
559,chr5,32550000,33350000,1.4722978721868685
560,chr5,33350000,34250000,0.9238758550403444
561,chr5,34250000,35050000,1.0651330174331324
562,chr5,35050000,37250000,0.9215012391956368
563,chr5,37250000,38250000,0.9335150958158955
564,chr5,38250000,39050000,1.3194665158932064
565,chr5,39050000,40850000,1.5505119297059922
566,chr5,40850000,41850000,1.0938276174359516
567,chr5,41850000,43550000,1.2255106851658555
568,chr5,43550000,44850000,1.091991061647893
569,chr5,44850000,45850000,1.1315739692067104
570,chr5,45850000,53050000,
571,chr5,53050000,54350000,1.0235490008578487
572,chr5,54350000,55150000,1.2391677897957012
573,chr5,55150000,55850000,1.2748481805629197
574,chr5,55850000,57350000,1.1054377517905065
575,chr5,57350000,58950000,1.2235258730827445
576,chr5,58950000,59750000,0.9013918518296108
577,chr5,59750000,60950000,1.1854107902878008
578,chr5,60950000,62350000,1.0285575187050922
579,chr5,62350000,64850000,1.651777451249992
580,chr5,64850000,65650000,1.2052649828464173
581,chr5,65650000,67050000,0.8900432304409378
582,chr5,67050000,68350000,1.0069068097361413
583,chr5,68350000,69150000,1.2669458900070172
584,chr5,69150000,72250000,
585,chr5,72250000,73850000,0.9029315762781472
586,chr5,73850000,74750000,1.0325646047762154
587,chr5,74750000,76750000,0.7292873216891383
588,chr5,76750000,78350000,0.8116698766368016
589,chr5,78350000,80650000,1.0013608333370316
590,chr5,80650000,81350000,1.0585978365782283
591,chr5,81350000,82250000,0.8808686832562648
592,chr5,82250000,83650000,0.7562223986716187
593,chr5,83650000,85450000,1.555535548165149
594,chr5,85450000,87650000,1.1263186584376392
595,chr5,87650000,88650000,1.357728825894278
596,chr5,88650000,90750000,0.8158752616989396
597,chr5,90750000,91450000,1.248342052384505
598,chr5,91450000,92950000,1.1490426128131745
599,chr5,92950000,93850000,0.9390210275868222
600,chr5,93850000,94850000,1.1834017711716227
601,chr5,94850000,96650000,1.1120765589055346
602,chr5,96650000,97250000,1.4905138860566336
603,chr5,97250000,98950000,1.2662709142360506
604,chr5,98950000,100350000,1.051704981311127
605,chr5,100350000,102450000,1.3326439968809345
606,chr5,102450000,103250000,1.085529820790524
607,chr5,103250000,108350000,1.1354977050427484
608,chr5,108350000,110950000,0.8364783841688704
609,chr5,110950000,112250000,0.9109171356243712
610,chr5,112250000,112850000,0.798693479359688
611,chr5,112850000,113550000,1.3342381490590431
612,chr5,113550000,115050000,0.7075531537223213
613,chr5,115050000,116250000,1.0492422207611
