,chrom,start,end,region,is_bad_bin,log2_insulation_score_400000,n_valid_pixels_400000,boundary_strength_400000,is_boundary_400000
46,chr1,4600000,4700000,chr1,False,0.17170135475235476,9.0,,False
47,chr1,4700000,4800000,chr1,False,0.17354773057313352,13.0,,False
48,chr1,4800000,4900000,chr1,False,0.25438591677073463,13.0,,False
49,chr1,4900000,5000000,chr1,False,0.4181993098528703,13.0,,False
50,chr1,5000000,5100000,chr1,False,0.39193620484710845,13.0,0.026263105005761844,False
51,chr1,5100000,5200000,chr1,False,0.48778835485794286,13.0,,False
52,chr1,5200000,5300000,chr1,False,0.34528103270684335,13.0,,False
53,chr1,5300000,5400000,chr1,False,0.15322196433180804,13.0,0.3345663905261348,False
54,chr1,5400000,5500000,chr1,False,0.3948688280941754,13.0,,False
55,chr1,5500000,5600000,chr1,False,0.48714454482361624,13.0,,False
56,chr1,5600000,5700000,chr1,False,0.5777726885280032,13.0,,False
57,chr1,5700000,5800000,chr1,False,0.42014101596625864,13.0,,False
58,chr1,5800000,5900000,chr1,False,0.048931813102802264,13.0,,False
59,chr1,5900000,6000000,chr1,False,-0.1430321706188287,13.0,0.8108902655980548,True
60,chr1,6000000,6100000,chr1,False,0.029549944350057908,13.0,,False
61,chr1,6100000,6200000,chr1,False,0.25720550112233986,13.0,,False
62,chr1,6200000,6300000,chr1,False,0.8194279259566719,9.0,,False
63,chr1,6300000,6400000,chr1,False,0.557054058016991,9.0,,False
64,chr1,6400000,6500000,chr1,False,0.16461034080223846,10.0,,False
65,chr1,6500000,6600000,chr1,True,-0.5306157862029183,9.0,1.3500437121595903,True
66,chr1,6600000,6700000,chr1,False,-0.30820294161434514,10.0,,False
67,chr1,6700000,6800000,chr1,False,0.20851763212924623,9.0,,False
68,chr1,6800000,6900000,chr1,False,0.756694780286741,9.0,,False
69,chr1,6900000,7000000,chr1,False,0.7630200798998141,13.0,,False
70,chr1,7000000,7100000,chr1,False,0.8221791806776758,13.0,,False
71,chr1,7100000,7200000,chr1,False,0.8605497910627583,13.0,,False
72,chr1,7200000,7300000,chr1,False,1.0637633878742951,13.0,,False
73,chr1,7300000,7400000,chr1,False,1.3094455517798225,9.0,,False
74,chr1,7400000,7500000,chr1,False,1.0850199423085083,9.0,,False
75,chr1,7500000,7600000,chr1,False,0.6099629037878253,10.0,,False
76,chr1,7600000,7700000,chr1,True,0.2200859116756578,9.0,,False
77,chr1,7700000,7800000,chr1,False,-0.030832552397940922,10.0,,False
78,chr1,7800000,7900000,chr1,False,-0.4915153574854945,9.0,1.800960909265317,True
79,chr1,7900000,8000000,chr1,False,-0.3576246152400715,9.0,,False
80,chr1,8000000,8100000,chr1,False,0.4616143133310666,13.0,,False
81,chr1,8100000,8200000,chr1,False,0.8521452862455409,13.0,,False
82,chr1,8200000,8300000,chr1,False,1.053969078430895,13.0,,False
83,chr1,8300000,8400000,chr1,False,1.0933495037588172,13.0,,False
84,chr1,8400000,8500000,chr1,False,0.9683992718336368,13.0,0.1249502319251804,False
85,chr1,8500000,8600000,chr1,False,1.2121055335024873,13.0,,False
86,chr1,8600000,8700000,chr1,False,1.4442268856312124,9.0,,False
87,chr1,8700000,8800000,chr1,False,1.2105331315391044,9.0,0.23369375409210802,False
88,chr1,8800000,8900000,chr1,False,1.024367443325539,6.0,,False
89,chr1,8900000,9000000,chr1,True,0.42400759878649735,6.0,,False
90,chr1,9000000,9100000,chr1,False,0.5455528910850193,8.0,,False
91,chr1,9100000,9200000,chr1,True,0.7757548545061985,6.0,,False
92,chr1,9200000,9300000,chr1,False,1.6930297300556512,6.0,,False
93,chr1,9300000,9400000,chr1,False,1.4641657613650259,9.0,,False
94,chr1,9400000,9500000,chr1,False,1.7121495026674989,6.0,,False
95,chr1,9500000,9600000,chr1,False,1.0972202539029443,9.0,,False
96,chr1,9600000,9700000,chr1,False,0.8977394998359445,10.0,,False
97,chr1,9700000,9800000,chr1,True,0.7740824816284773,9.0,0.4245968407014604,False
98,chr1,9800000,9900000,chr1,False,1.0534167310010751,10.0,,False
99,chr1,9900000,10000000,chr1,False,1.0321515266368122,9.0,0.021265204364262935,False
100,chr1,10000000,10100000,chr1,False,1.1986793223299377,9.0,,False
101,chr1,10100000,10200000,chr1,False,1.0672006348413694,13.0,,False
102,chr1,10200000,10300000,chr1,False,0.7638078509521683,13.0,,False
103,chr1,10300000,10400000,chr1,False,0.4678672632865497,13.0,,False
104,chr1,10400000,10500000,chr1,False,0.19773419996962316,13.0,0.6600170117712925,True
105,chr1,10500000,10600000,chr1,False,0.3530479284613369,9.0,,False
106,chr1,10600000,10700000,chr1,False,0.8350490932419528,9.0,,False
107,chr1,10700000,10800000,chr1,False,0.8577512117409156,10.0,,False
108,chr1,10800000,10900000,chr1,True,0.4987011143209676,9.0,,False
109,chr1,10900000,11000000,chr1,False,0.18520981099453127,10.0,,False
110,chr1,11000000,11100000,chr1,False,-0.20138935852835932,9.0,1.041617734389268,True
111,chr1,11100000,11200000,chr1,False,0.013768840541118339,9.0,,False
112,chr1,11200000,11300000,chr1,False,0.18832095853631695,13.0,,False
113,chr1,11300000,11400000,chr1,False,0.6671708832874254,13.0,,False
114,chr1,11400000,11500000,chr1,False,0.8402283758609087,13.0,,False
115,chr1,11500000,11600000,chr1,False,0.6838669406305161,13.0,,False
116,chr1,11600000,11700000,chr1,False,0.37642351457860196,9.0,,False
117,chr1,11700000,11800000,chr1,False,-0.2613001378796017,9.0,1.2692079352877768,True
118,chr1,11800000,11900000,chr1,False,-0.19833918121177002,10.0,,False
119,chr1,11900000,12000000,chr1,True,-0.24065064616299106,9.0,0.04231146495122104,False
120,chr1,12000000,12100000,chr1,False,0.0012663689067191873,10.0,,False
121,chr1,12100000,12200000,chr1,False,0.26768293555679024,9.0,,False
122,chr1,12200000,12300000,chr1,False,0.6742133720490406,9.0,,False
123,chr1,12300000,12400000,chr1,False,0.8086091155265117,13.0,,False
124,chr1,12400000,12500000,chr1,False,0.675136202546015,13.0,,False
125,chr1,12500000,12600000,chr1,False,0.3278877804526655,13.0,,False
126,chr1,12600000,12700000,chr1,False,-0.022931011313105976,9.0,0.4234164557161709,False
127,chr1,12700000,12800000,chr1,False,-0.7832624808126859,5.0,,False
128,chr1,12800000,12900000,chr1,False,-1.1680797642166614,2.0,,False
129,chr1,12900000,13000000,chr1,True,,0.0,,False
130,chr1,13000000,13100000,chr1,True,,0.0,,False
131,chr1,13100000,13200000,chr1,True,-0.16381381864633926,1.0,,False
132,chr1,13200000,13300000,chr1,True,,0.0,,False
133,chr1,13300000,13400000,chr1,True,,0.0,,False
134,chr1,13400000,13500000,chr1,False,0.24431618668911995,2.0,,False
135,chr1,13500000,13600000,chr1,False,0.09434080999727686,5.0,,False
136,chr1,13600000,13700000,chr1,False,0.40048544440306494,9.0,,False
137,chr1,13700000,13800000,chr1,False,0.2217935945538686,13.0,0.03618463746151762,False
138,chr1,13800000,13900000,chr1,False,0.2579782320153862,13.0,,False
139,chr1,13900000,14000000,chr1,False,0.020142693373728832,13.0,,False
140,chr1,14000000,14100000,chr1,False,-0.0641192674676,13.0,0.5543379494935647,True
141,chr1,14100000,14200000,chr1,False,0.1667407021458823,13.0,,False
142,chr1,14200000,14300000,chr1,False,0.29509918984453737,13.0,,False
143,chr1,14300000,14400000,chr1,False,0.38651777645562174,13.0,,False
144,chr1,14400000,14500000,chr1,False,0.3079814081942183,13.0,0.07853636826140342,False
145,chr1,14500000,14600000,chr1,False,0.3426712825661322,13.0,,False
146,chr1,14600000,14700000,chr1,False,0.33589269621106527,13.0,0.006778586355066951,False
147,chr1,14700000,14800000,chr1,False,0.49021868202596475,13.0,,False
148,chr1,14800000,14900000,chr1,False,0.45956975725220756,13.0,,False
149,chr1,14900000,15000000,chr1,False,0.40165842882471364,13.0,,False
150,chr1,15000000,15100000,chr1,False,0.3598947250649883,13.0,,False
151,chr1,15100000,15200000,chr1,False,0.21633045994224576,13.0,,False
152,chr1,15200000,15300000,chr1,False,0.1447254904337079,13.0,,False
153,chr1,15300000,15400000,chr1,False,0.09806960231339326,13.0,,False
154,chr1,15400000,15500000,chr1,False,-0.11883599620321017,13.0,0.9274451117297219,True
155,chr1,15500000,15600000,chr1,False,-0.005042285203953685,13.0,,False
156,chr1,15600000,15700000,chr1,False,0.08637217370143739,13.0,,False
157,chr1,15700000,15800000,chr1,False,0.5511518908269324,9.0,,False
158,chr1,15800000,15900000,chr1,False,0.567917939553876,9.0,,False
159,chr1,15900000,16000000,chr1,False,0.843522716261502,10.0,,False
160,chr1,16000000,16100000,chr1,True,0.8581671648185838,9.0,,False
161,chr1,16100000,16200000,chr1,False,1.0079077974081752,10.0,,False
162,chr1,16200000,16300000,chr1,False,0.8401331095845767,9.0,,False
163,chr1,16300000,16400000,chr1,False,0.5602752199040325,9.0,,False
164,chr1,16400000,16500000,chr1,False,0.008085217128183905,13.0,0.7815209592069536,True
165,chr1,16500000,16600000,chr1,False,0.4016510857653637,13.0,,False
166,chr1,16600000,16700000,chr1,False,0.7238816482325702,13.0,,False
167,chr1,16700000,16800000,chr1,False,0.7896061763351375,13.0,,False
168,chr1,16800000,16900000,chr1,False,0.7266384603786755,13.0,,False
169,chr1,16900000,17000000,chr1,False,-0.22013223827065567,13.0,1.0820403369205687,True
170,chr1,17000000,17100000,chr1,False,0.11767196274267702,13.0,,False
171,chr1,17100000,17200000,chr1,False,0.6669282798881884,9.0,,False
172,chr1,17200000,17300000,chr1,False,0.8619080986499129,9.0,,False
173,chr1,17300000,17400000,chr1,False,0.46964609401763263,10.0,,False
174,chr1,17400000,17500000,chr1,True,-0.010877613837156616,9.0,0.6634250165558003,True
175,chr1,17500000,17600000,chr1,False,0.08452748115436397,10.0,,False
176,chr1,17600000,17700000,chr1,False,0.09717317110374053,9.0,,False
177,chr1,17700000,17800000,chr1,False,0.3645974662616859,9.0,,False
178,chr1,17800000,17900000,chr1,False,0.34711729611730086,13.0,0.01748017014438502,False
179,chr1,17900000,18000000,chr1,False,0.6525474027186438,13.0,,False
180,chr1,18000000,18100000,chr1,False,0.5511960281718625,13.0,0.07220452694754731,False
181,chr1,18100000,18200000,chr1,False,0.6234005551194098,13.0,,False
182,chr1,18200000,18300000,chr1,False,0.6083019846274987,13.0,,False
183,chr1,18300000,18400000,chr1,False,0.5400691319950573,13.0,,False
184,chr1,18400000,18500000,chr1,False,0.3855975911305626,13.0,,False
185,chr1,18500000,18600000,chr1,False,0.04265913403483941,13.0,,False
186,chr1,18600000,18700000,chr1,False,-0.06897759413268172,13.0,0.12092373601945655,False
187,chr1,18700000,18800000,chr1,False,0.05194614188677483,13.0,,False
188,chr1,18800000,18900000,chr1,False,-0.09884730309823482,13.0,,False
189,chr1,18900000,19000000,chr1,False,-0.3383454045457628,13.0,,False
190,chr1,19000000,19100000,chr1,False,-0.38666233766782004,13.0,1.776851298702884,True
191,chr1,19100000,19200000,chr1,False,-0.30885779324847407,13.0,,False
192,chr1,19200000,19300000,chr1,False,-0.059512421939917425,13.0,,False
193,chr1,19300000,19400000,chr1,False,0.6202257947554536,13.0,,False
194,chr1,19400000,19500000,chr1,False,1.0148282929903238,13.0,,False
195,chr1,19500000,19600000,chr1,False,0.9686571207561537,13.0,,False
196,chr1,19600000,19700000,chr1,False,0.7095561413356002,13.0,,False
197,chr1,19700000,19800000,chr1,False,-0.14915546395298157,13.0,0.8184989061366537,True
198,chr1,19800000,19900000,chr1,False,-0.0934705603651577,13.0,,False
199,chr1,19900000,20000000,chr1,False,0.16288685225291413,13.0,,False
200,chr1,20000000,20100000,chr1,False,0.5421759927349182,13.0,,False
201,chr1,20100000,20200000,chr1,False,0.6693434421836721,13.0,,False
202,chr1,20200000,20300000,chr1,False,0.6133181380935164,13.0,,False
203,chr1,20300000,20400000,chr1,False,0.4308363194865526,13.0,,False
204,chr1,20400000,20500000,chr1,False,0.04965683346246553,13.0,,False
205,chr1,20500000,20600000,chr1,False,-0.29417486391222386,13.0,,False
206,chr1,20600000,20700000,chr1,False,-0.3800236829290615,13.0,1.3948519759193854,True
207,chr1,20700000,20800000,chr1,False,0.1304785567021833,13.0,,False
208,chr1,20800000,20900000,chr1,False,0.8327483670987932,13.0,,False
209,chr1,20900000,21000000,chr1,False,1.3244843492100005,13.0,,False
210,chr1,21000000,21100000,chr1,False,1.390188961035064,13.0,,False
211,chr1,21100000,21200000,chr1,False,1.0475264452647817,13.0,,False
212,chr1,21200000,21300000,chr1,False,0.9221514435988026,13.0,,False
213,chr1,21300000,21400000,chr1,False,0.8882904657458267,13.0,0.30300707870009436,False
214,chr1,21400000,21500000,chr1,False,1.023247590950683,13.0,,False
215,chr1,21500000,21600000,chr1,False,1.0837887326736002,13.0,,False
216,chr1,21600000,21700000,chr1,False,1.191297544445921,9.0,,False
217,chr1,21700000,21800000,chr1,False,0.7805779555127894,9.0,,False
218,chr1,21800000,21900000,chr1,False,0.6187938640588829,10.0,,False
219,chr1,21900000,22000000,chr1,True,0.4728040522845497,9.0,0.6662310604610272,True
220,chr1,22000000,22100000,chr1,False,0.6446010519802579,10.0,,False
221,chr1,22100000,22200000,chr1,False,0.8761111656086096,9.0,,False
222,chr1,22200000,22300000,chr1,False,1.139035112745577,9.0,,False
223,chr1,22300000,22400000,chr1,False,1.1379174982957225,13.0,,False
224,chr1,22400000,22500000,chr1,False,1.1022079614815279,13.0,,False
225,chr1,22500000,22600000,chr1,False,1.0289054876032986,13.0,,False
226,chr1,22600000,22700000,chr1,False,0.9560691268830792,13.0,,False
227,chr1,22700000,22800000,chr1,False,0.827319259035939,13.0,,False
228,chr1,22800000,22900000,chr1,False,0.7724655494725676,13.0,,False
229,chr1,22900000,23000000,chr1,False,0.7274229397954372,13.0,,False
230,chr1,23000000,23100000,chr1,False,0.6707326059245462,13.0,0.24246753222247586,False
231,chr1,23100000,23200000,chr1,False,0.8393655985652801,13.0,,False
232,chr1,23200000,23300000,chr1,False,0.9132001381470221,13.0,,False
233,chr1,23300000,23400000,chr1,False,0.8622070622571502,13.0,,False
234,chr1,23400000,23500000,chr1,False,0.766424077264822,13.0,,False
235,chr1,23500000,23600000,chr1,False,0.6256875778333485,13.0,,False
236,chr1,23600000,23700000,chr1,False,0.514907606824501,13.0,,False
237,chr1,23700000,23800000,chr1,False,0.354017458656633,13.0,0.9238567671073008,True
238,chr1,23800000,23900000,chr1,False,0.36721914487469715,13.0,,False
239,chr1,23900000,24000000,chr1,False,0.43792622185635766,13.0,,False
240,chr1,24000000,24100000,chr1,False,0.5955072824859672,13.0,,False
241,chr1,24100000,24200000,chr1,False,0.788399314231186,13.0,,False
242,chr1,24200000,24300000,chr1,False,0.9285226025653645,13.0,,False
243,chr1,24300000,24400000,chr1,False,1.016475864420408,13.0,,False
244,chr1,24400000,24500000,chr1,False,0.8493167048858901,13.0,,False
245,chr1,24500000,24600000,chr1,False,0.5037144866704245,13.0,,False
246,chr1,24600000,24700000,chr1,False,0.4972883891376612,13.0,0.5191874752827468,True
247,chr1,24700000,24800000,chr1,False,0.6011567037543962,13.0,,False
248,chr1,24800000,24900000,chr1,False,0.9631342781220587,13.0,,False
249,chr1,24900000,25000000,chr1,False,1.247081394476789,9.0,,False
250,chr1,25000000,25100000,chr1,False,1.4837018691305996,5.0,,False
251,chr1,25100000,25200000,chr1,False,0.8777499763281684,6.0,,False
252,chr1,25200000,25300000,chr1,True,0.18945960535799425,6.0,,False
253,chr1,25300000,25400000,chr1,True,0.12226658125117419,6.0,,False
254,chr1,25400000,25500000,chr1,False,0.7184012078516236,6.0,,False
255,chr1,25500000,25600000,chr1,False,1.5236101688449808,5.0,,False
256,chr1,25600000,25700000,chr1,False,1.2778742257639337,9.0,,False
257,chr1,25700000,25800000,chr1,False,0.9960028683301135,13.0,,False
258,chr1,25800000,25900000,chr1,False,0.8475080406941142,13.0,,False
259,chr1,25900000,26000000,chr1,False,0.5996628236526862,13.0,0.25735028825215545,False
260,chr1,26000000,26100000,chr1,False,0.6999721866001499,13.0,,False
261,chr1,26100000,26200000,chr1,False,0.8570131119048416,13.0,,False
262,chr1,26200000,26300000,chr1,False,0.7371934899422851,13.0,,False
263,chr1,26300000,26400000,chr1,False,0.5791387556012954,13.0,,False
264,chr1,26400000,26500000,chr1,False,0.33086279938461666,13.0,0.8659480106417954,True
265,chr1,26500000,26600000,chr1,False,0.7754175966437281,13.0,,False
266,chr1,26600000,26700000,chr1,False,0.859378229798111,13.0,,False
267,chr1,26700000,26800000,chr1,False,0.8708799875338517,13.0,,False
268,chr1,26800000,26900000,chr1,False,0.6994473032534827,13.0,,False
269,chr1,26900000,27000000,chr1,False,0.458704840384934,13.0,0.4121751471489177,False
270,chr1,27000000,27100000,chr1,False,0.7835849556834371,9.0,,False
271,chr1,27100000,27200000,chr1,False,0.8706874871296562,9.0,,False
272,chr1,27200000,27300000,chr1,False,1.196810810026412,10.0,,False
273,chr1,27300000,27400000,chr1,True,1.288703290439713,6.0,,False
274,chr1,27400000,27500000,chr1,False,1.0846043575595428,7.0,,False
275,chr1,27500000,27600000,chr1,False,0.7269596229319788,7.0,,False
276,chr1,27600000,27700000,chr1,True,0.5886264721442818,6.0,,False
277,chr1,27700000,27800000,chr1,False,0.4824762617586889,10.0,0.3979517555940631,False
278,chr1,27800000,27900000,chr1,False,0.5016105051068065,9.0,,False
279,chr1,27900000,28000000,chr1,False,0.880428017352752,9.0,,False
280,chr1,28000000,28100000,chr1,False,0.5510415045042739,13.0,,False
281,chr1,28100000,28200000,chr1,False,0.28570855523728794,13.0,0.1227113120104269,False
282,chr1,28200000,28300000,chr1,False,0.40841986724771484,9.0,,False
283,chr1,28300000,28400000,chr1,False,0.2774375221423646,9.0,,False
284,chr1,28400000,28500000,chr1,False,0.14300857283219148,10.0,,False
285,chr1,28500000,28600000,chr1,True,0.017110049458052445,9.0,,False
286,chr1,28600000,28700000,chr1,False,-0.2706870918261283,10.0,0.6820677684214312,True
287,chr1,28700000,28800000,chr1,False,-0.20479817576413634,9.0,,False
288,chr1,28800000,28900000,chr1,False,0.4113806765953029,9.0,,False
289,chr1,28900000,29000000,chr1,False,0.35884862937335665,13.0,,False
290,chr1,29000000,29100000,chr1,False,0.18981316988247787,13.0,,False
291,chr1,29100000,29200000,chr1,False,-0.1736800466590167,13.0,,False
292,chr1,29200000,29300000,chr1,False,-0.4609463021558731,13.0,1.1624202984822696,True
293,chr1,29300000,29400000,chr1,False,-0.21762504927140003,13.0,,False
294,chr1,29400000,29500000,chr1,False,0.34110718566149495,13.0,,False
295,chr1,29500000,29600000,chr1,False,0.7014739963263964,13.0,,False
296,chr1,29600000,29700000,chr1,False,0.6644285512862688,13.0,,False
297,chr1,29700000,29800000,chr1,False,0.5488610896772883,13.0,0.09321065613332069,False
298,chr1,29800000,29900000,chr1,False,0.642071745810609,13.0,,False
299,chr1,29900000,30000000,chr1,False,0.6241023222889444,13.0,,False
300,chr1,30000000,30100000,chr1,False,0.6124221413670662,13.0,,False
301,chr1,30100000,30200000,chr1,False,0.49022676013133987,13.0,,False
302,chr1,30200000,30300000,chr1,False,0.3802041584369839,13.0,0.028250307167904054,False
303,chr1,30300000,30400000,chr1,False,0.40845446560488796,13.0,,False
304,chr1,30400000,30500000,chr1,False,0.2971589929699503,13.0,,False
305,chr1,30500000,30600000,chr1,False,-0.15972885052728786,13.0,,False
306,chr1,30600000,30700000,chr1,False,-0.6219032227048363,13.0,1.6425858098418065,True
307,chr1,30700000,30800000,chr1,False,-0.5071417676722122,13.0,,False
308,chr1,30800000,30900000,chr1,False,-0.2144759677548105,13.0,,False
309,chr1,30900000,31000000,chr1,False,0.03690367279843433,13.0,,False
310,chr1,31000000,31100000,chr1,False,0.1754001403545853,13.0,,False
311,chr1,31100000,31200000,chr1,False,0.4077110091482753,13.0,,False
312,chr1,31200000,31300000,chr1,False,0.5637671845976013,13.0,,False
313,chr1,31300000,31400000,chr1,False,0.7080196582712532,13.0,,False
314,chr1,31400000,31500000,chr1,False,0.6191822819593019,13.0,0.08449971859887118,False
315,chr1,31500000,31600000,chr1,False,0.7036820005581731,9.0,,False
316,chr1,31600000,31700000,chr1,False,0.6117241401638464,9.0,0.09629551810740689,False
317,chr1,31700000,31800000,chr1,False,0.9532915865731586,10.0,,False
318,chr1,31800000,31900000,chr1,True,1.02068258713697,9.0,,False
319,chr1,31900000,32000000,chr1,False,1.0093775144732289,10.0,,False
320,chr1,32000000,32100000,chr1,False,0.6652735053545319,9.0,,False
321,chr1,32100000,32200000,chr1,False,0.4065987129680707,9.0,,False
322,chr1,32200000,32300000,chr1,False,0.2588524809021268,13.0,0.44482481033770865,False
323,chr1,32300000,32400000,chr1,False,0.3126088186253787,13.0,,False
324,chr1,32400000,32500000,chr1,False,0.5367487718257979,13.0,,False
325,chr1,32500000,32600000,chr1,False,0.7036772912398355,13.0,,False
326,chr1,32600000,32700000,chr1,False,0.6608938007441075,13.0,,False
327,chr1,32700000,32800000,chr1,False,0.5367418923056974,13.0,,False
328,chr1,32800000,32900000,chr1,False,0.24107137811266705,13.0,,False
329,chr1,32900000,33000000,chr1,False,0.13207531986313822,13.0,0.28359324233118754,False
330,chr1,33000000,33100000,chr1,False,0.19313920421182282,13.0,,False
331,chr1,33100000,33200000,chr1,False,0.41566856219432574,13.0,,False
332,chr1,33200000,33300000,chr1,False,0.3592884915598255,13.0,,False
333,chr1,33300000,33400000,chr1,False,0.22959535779837775,13.0,,False
334,chr1,33400000,33500000,chr1,False,-0.21511027954816092,13.0,,False
335,chr1,33500000,33600000,chr1,False,-0.6557511906739794,13.0,,False
336,chr1,33600000,33700000,chr1,False,-0.7819951517444912,13.0,1.8092644061585839,True
337,chr1,33700000,33800000,chr1,False,-0.3939153462542377,13.0,,False
338,chr1,33800000,33900000,chr1,False,-0.03716148003361136,13.0,,False
339,chr1,33900000,34000000,chr1,False,0.16933273923790576,13.0,,False
340,chr1,34000000,34100000,chr1,False,0.2642333395660241,13.0,,False
341,chr1,34100000,34200000,chr1,False,0.3609741888511647,13.0,,False
342,chr1,34200000,34300000,chr1,False,0.330935110757339,13.0,,False
343,chr1,34300000,34400000,chr1,False,0.30226455561956667,13.0,,False
344,chr1,34400000,34500000,chr1,False,0.23755146562060472,13.0,,False
345,chr1,34500000,34600000,chr1,False,0.0004083508816975258,13.0,,False
346,chr1,34600000,34700000,chr1,False,-0.3619077305452699,13.0,,False
347,chr1,34700000,34800000,chr1,False,-0.6976736924533382,13.0,1.0586478813045028,True
348,chr1,34800000,34900000,chr1,False,-0.6798725926474077,13.0,,False
349,chr1,34900000,35000000,chr1,False,-0.5061097226511262,13.0,,False
350,chr1,35000000,35100000,chr1,False,-0.23205151819015818,13.0,,False
351,chr1,35100000,35200000,chr1,False,0.015318499466890723,13.0,,False
352,chr1,35200000,35300000,chr1,False,0.28305119568593934,13.0,,False
353,chr1,35300000,35400000,chr1,False,0.2517835432586484,13.0,0.03126765242729096,False
354,chr1,35400000,35500000,chr1,False,0.37251969411883623,13.0,,False
355,chr1,35500000,35600000,chr1,False,0.43652931393032046,13.0,,False
356,chr1,35600000,35700000,chr1,False,0.380581267896778,13.0,0.004569024244469033,False
357,chr1,35700000,35800000,chr1,False,0.385150292141247,13.0,,False
358,chr1,35800000,35900000,chr1,False,0.28212199375599384,13.0,,False
359,chr1,35900000,36000000,chr1,False,0.11707336174519269,13.0,,False
360,chr1,36000000,36100000,chr1,False,-0.09329169479044384,13.0,0.19675053459322667,False
361,chr1,36100000,36200000,chr1,False,0.10345883980278284,13.0,,False
362,chr1,36200000,36300000,chr1,False,-0.0533868463184066,13.0,,False
363,chr1,36300000,36400000,chr1,False,-0.20520848474568634,13.0,,False
364,chr1,36400000,36500000,chr1,False,-0.6087698295761438,13.0,,False
365,chr1,36500000,36600000,chr1,False,-0.6636634093008139,13.0,1.1001927232311344,True
366,chr1,36600000,36700000,chr1,False,-0.2391972913253171,13.0,,False
367,chr1,36700000,36800000,chr1,False,0.17017210027450133,13.0,,False
368,chr1,36800000,36900000,chr1,False,0.43343209252188014,13.0,,False
369,chr1,36900000,37000000,chr1,False,0.5707087125096377,13.0,,False
370,chr1,37000000,37100000,chr1,False,0.5439244164905175,13.0,,False
371,chr1,37100000,37200000,chr1,False,0.39618066314355344,13.0,,False
372,chr1,37200000,37300000,chr1,False,0.1458126099782557,13.0,,False
373,chr1,37300000,37400000,chr1,False,-0.2258475833478278,13.0,,False
374,chr1,37400000,37500000,chr1,False,-0.35696814176703345,13.0,,False
375,chr1,37500000,37600000,chr1,False,-0.41143293525456076,13.0,0.07234810871634345,False
376,chr1,37600000,37700000,chr1,False,-0.3390848265382173,13.0,,False
377,chr1,37700000,37800000,chr1,False,-0.3994689962870658,13.0,,False
