,chrom,start,end,region,is_bad_bin,log2_insulation_score_400000,n_valid_pixels_400000,boundary_strength_400000,is_boundary_400000
42,chr1,4200000,4300000,chr1,False,0.49636247298041297,10.0,,False
43,chr1,4300000,4400000,chr1,True,0.3927237076581019,9.0,,False
44,chr1,4400000,4500000,chr1,False,0.37703197363944196,10.0,,False
45,chr1,4500000,4600000,chr1,False,0.3293958725144651,9.0,,False
46,chr1,4600000,4700000,chr1,False,0.3187543552236753,9.0,,False
47,chr1,4700000,4800000,chr1,False,0.18531299528528153,13.0,,False
48,chr1,4800000,4900000,chr1,False,0.172637621329863,13.0,0.10320807293800632,False
49,chr1,4900000,5000000,chr1,False,0.2758456942678693,13.0,,False
50,chr1,5000000,5100000,chr1,False,0.08120346405144573,13.0,0.048365216143757314,False
51,chr1,5100000,5200000,chr1,False,0.12956868019520304,13.0,,False
52,chr1,5200000,5300000,chr1,False,-0.028861544950338595,13.0,,False
53,chr1,5300000,5400000,chr1,False,-0.04014775679050176,13.0,0.3216978945455454,False
54,chr1,5400000,5500000,chr1,False,0.05749517773998956,13.0,,False
55,chr1,5500000,5600000,chr1,False,0.2815501377550437,13.0,,False
56,chr1,5600000,5700000,chr1,False,0.1666073939150612,13.0,,False
57,chr1,5700000,5800000,chr1,False,0.03159591669437083,13.0,,False
58,chr1,5800000,5900000,chr1,False,-0.2794898779322772,13.0,,False
59,chr1,5900000,6000000,chr1,False,-0.5094036683233266,13.0,1.7335497438691472,True
60,chr1,6000000,6100000,chr1,False,-0.07401152059397882,13.0,,False
61,chr1,6100000,6200000,chr1,False,0.1429597687609903,13.0,,False
62,chr1,6200000,6300000,chr1,False,0.23137147779738235,13.0,,False
63,chr1,6300000,6400000,chr1,False,0.44198202902404865,13.0,,False
64,chr1,6400000,6500000,chr1,False,0.20710008819353384,13.0,,False
65,chr1,6500000,6600000,chr1,False,-0.06460197074676355,13.0,0.5065839997708121,True
66,chr1,6600000,6700000,chr1,False,0.15059683482353423,13.0,,False
67,chr1,6700000,6800000,chr1,False,0.3159889259802719,13.0,,False
68,chr1,6800000,6900000,chr1,False,0.581754920497757,13.0,,False
69,chr1,6900000,7000000,chr1,False,0.7978232947679553,13.0,,False
70,chr1,7000000,7100000,chr1,False,0.7568934304800139,13.0,,False
71,chr1,7100000,7200000,chr1,False,0.6995835428124996,13.0,0.014272793159988306,False
72,chr1,7200000,7300000,chr1,False,0.7138563359724879,13.0,,False
73,chr1,7300000,7400000,chr1,False,0.6215104675361559,13.0,,False
74,chr1,7400000,7500000,chr1,False,0.5878334040409486,13.0,,False
75,chr1,7500000,7600000,chr1,False,0.45428722294133417,13.0,,False
76,chr1,7600000,7700000,chr1,False,0.3215564395317137,13.0,,False
77,chr1,7700000,7800000,chr1,False,0.19108532556960467,13.0,,False
78,chr1,7800000,7900000,chr1,False,0.11557432746213833,13.0,0.6009117809217719,True
79,chr1,7900000,8000000,chr1,False,0.13674446637164994,13.0,,False
80,chr1,8000000,8100000,chr1,False,0.6432689890992724,13.0,,False
81,chr1,8100000,8200000,chr1,False,0.7164861083839102,13.0,,False
82,chr1,8200000,8300000,chr1,False,0.59053677373096,13.0,,False
83,chr1,8300000,8400000,chr1,False,0.1969582987802716,13.0,,False
84,chr1,8400000,8500000,chr1,False,-0.05212149943289121,13.0,0.8499447942008466,True
85,chr1,8500000,8600000,chr1,False,0.5038891483504115,13.0,,False
86,chr1,8600000,8700000,chr1,False,0.4955134544892577,13.0,,False
87,chr1,8700000,8800000,chr1,False,0.38963164219918506,13.0,,False
88,chr1,8800000,8900000,chr1,False,0.16677156763120488,13.0,0.33711758071920667,False
89,chr1,8900000,9000000,chr1,False,0.3045248524694972,13.0,,False
90,chr1,9000000,9100000,chr1,False,0.4849606401842322,13.0,,False
91,chr1,9100000,9200000,chr1,False,0.7476557733144594,13.0,,False
92,chr1,9200000,9300000,chr1,False,0.9106813701956701,13.0,,False
93,chr1,9300000,9400000,chr1,False,0.6987463291830148,13.0,0.04261476908540085,False
94,chr1,9400000,9500000,chr1,False,0.7413610982684157,13.0,,False
95,chr1,9500000,9600000,chr1,False,0.12784762235528224,13.0,0.43532810163359825,True
96,chr1,9600000,9700000,chr1,False,0.2834425203199672,13.0,,False
97,chr1,9700000,9800000,chr1,False,0.3325057257098491,13.0,,False
98,chr1,9800000,9900000,chr1,False,0.5521333118332454,13.0,,False
99,chr1,9900000,10000000,chr1,False,0.5395089674368578,13.0,0.012624344396387599,False
100,chr1,10000000,10100000,chr1,False,0.556694529064714,13.0,,False
101,chr1,10100000,10200000,chr1,False,0.5631757239888805,13.0,,False
102,chr1,10200000,10300000,chr1,False,0.44504361192429576,13.0,,False
103,chr1,10300000,10400000,chr1,False,0.044335225687322864,13.0,,False
104,chr1,10400000,10500000,chr1,False,-0.19914750654335422,13.0,1.1098288767390243,True
105,chr1,10500000,10600000,chr1,False,0.3865365321548775,13.0,,False
106,chr1,10600000,10700000,chr1,False,0.9128683321990109,13.0,,False
107,chr1,10700000,10800000,chr1,False,1.2241460755458204,13.0,,False
108,chr1,10800000,10900000,chr1,False,0.9967582299752307,13.0,,False
109,chr1,10900000,11000000,chr1,False,0.5729266838182909,13.0,,False
110,chr1,11000000,11100000,chr1,False,0.33264183486088467,13.0,0.6748696370537868,True
111,chr1,11100000,11200000,chr1,False,0.3388897683609503,13.0,,False
112,chr1,11200000,11300000,chr1,False,0.7151845634785882,13.0,,False
113,chr1,11300000,11400000,chr1,False,1.0009823353986733,13.0,,False
114,chr1,11400000,11500000,chr1,False,1.0075114719146714,13.0,,False
115,chr1,11500000,11600000,chr1,False,0.9091629205072802,13.0,,False
116,chr1,11600000,11700000,chr1,False,0.6183427974167155,13.0,,False
117,chr1,11700000,11800000,chr1,False,0.30392228404982974,13.0,,False
118,chr1,11800000,11900000,chr1,False,0.042576690984388384,13.0,0.650819624194875,True
119,chr1,11900000,12000000,chr1,False,0.21577976828102374,13.0,,False
120,chr1,12000000,12100000,chr1,False,0.26481531188378093,13.0,,False
121,chr1,12100000,12200000,chr1,False,0.14778039960596454,13.0,0.1170349122778164,False
122,chr1,12200000,12300000,chr1,False,0.23308032246431573,13.0,,False
123,chr1,12300000,12400000,chr1,False,0.5698389290503111,13.0,,False
124,chr1,12400000,12500000,chr1,False,0.6666964616684211,13.0,,False
125,chr1,12500000,12600000,chr1,False,0.6933963151792635,9.0,,False
126,chr1,12600000,12700000,chr1,False,0.5861202009547112,5.0,,False
127,chr1,12700000,12800000,chr1,False,0.4418586460110259,2.0,,False
128,chr1,12800000,12900000,chr1,True,,0.0,,False
129,chr1,12900000,13000000,chr1,True,,0.0,,False
130,chr1,13000000,13100000,chr1,True,,0.0,,False
131,chr1,13100000,13200000,chr1,True,,0.0,,False
132,chr1,13200000,13300000,chr1,True,,0.0,,False
133,chr1,13300000,13400000,chr1,True,,0.0,,False
134,chr1,13400000,13500000,chr1,False,0.616045779609757,2.0,,False
135,chr1,13500000,13600000,chr1,False,0.7606501822405459,5.0,,False
136,chr1,13600000,13700000,chr1,False,0.5165999084047411,9.0,,False
137,chr1,13700000,13800000,chr1,False,0.36433528481286365,13.0,,False
138,chr1,13800000,13900000,chr1,False,0.10321777291547063,13.0,,False
139,chr1,13900000,14000000,chr1,False,-0.1810458099660701,13.0,,False
140,chr1,14000000,14100000,chr1,False,-0.37519687255677425,13.0,1.2254770251961968,True
141,chr1,14100000,14200000,chr1,False,0.16484348845727853,13.0,,False
142,chr1,14200000,14300000,chr1,False,0.41721028310848746,13.0,,False
143,chr1,14300000,14400000,chr1,False,0.6003768997223328,13.0,,False
144,chr1,14400000,14500000,chr1,False,0.5417887691055538,13.0,,False
145,chr1,14500000,14600000,chr1,False,0.2991458861154161,13.0,,False
146,chr1,14600000,14700000,chr1,False,0.22797699456063183,13.0,0.056017712350146937,False
147,chr1,14700000,14800000,chr1,False,0.28399470691077877,13.0,,False
148,chr1,14800000,14900000,chr1,False,0.15177967407045345,13.0,,False
149,chr1,14900000,15000000,chr1,False,3.265991543526e-05,13.0,,False
150,chr1,15000000,15100000,chr1,False,-0.2978321912286112,13.0,0.8982090909509439,True
151,chr1,15100000,15200000,chr1,False,-0.06392545939413707,13.0,,False
152,chr1,15200000,15300000,chr1,False,0.18098308319450546,13.0,,False
153,chr1,15300000,15400000,chr1,False,0.15990443835658552,13.0,,False
154,chr1,15400000,15500000,chr1,False,0.1444016875218059,13.0,,False
155,chr1,15500000,15600000,chr1,False,0.07229435337433425,13.0,0.1086887298201712,False
156,chr1,15600000,15700000,chr1,False,0.3140371380498767,13.0,,False
157,chr1,15700000,15800000,chr1,False,0.5641644980360389,13.0,,False
158,chr1,15800000,15900000,chr1,False,0.5644318198966763,13.0,,False
159,chr1,15900000,16000000,chr1,False,0.6461504693113019,13.0,,False
160,chr1,16000000,16100000,chr1,False,0.6396915559557638,13.0,0.006458913355538165,False
161,chr1,16100000,16200000,chr1,False,0.7638911624913658,13.0,,False
162,chr1,16200000,16300000,chr1,False,0.8502801526394227,9.0,,False
163,chr1,16300000,16400000,chr1,False,0.518430932683611,9.0,0.08778791369791139,False
164,chr1,16400000,16500000,chr1,False,0.4611917999946912,6.0,,False
165,chr1,16500000,16600000,chr1,True,0.4408655541569128,3.0,,False
166,chr1,16600000,16700000,chr1,False,0.19143554133585838,5.0,,False
167,chr1,16700000,16800000,chr1,True,-0.2291106884364891,4.0,,False
168,chr1,16800000,16900000,chr1,True,-0.03430337325651002,3.0,,False
169,chr1,16900000,17000000,chr1,False,-0.06031640773434819,6.0,,False
170,chr1,17000000,17100000,chr1,False,0.5274821228481342,5.0,,False
171,chr1,17100000,17200000,chr1,False,0.6062188463815223,9.0,,False
172,chr1,17200000,17300000,chr1,False,0.29996492951765485,13.0,,False
173,chr1,17300000,17400000,chr1,False,0.24032821419621495,13.0,,False
174,chr1,17400000,17500000,chr1,False,-0.15540021556091388,13.0,,False
175,chr1,17500000,17600000,chr1,False,-0.30004374208603174,13.0,0.6868253322532323,True
176,chr1,17600000,17700000,chr1,False,-0.14616281768470224,13.0,,False
177,chr1,17700000,17800000,chr1,False,-0.161524089091269,13.0,0.015361271406566762,False
178,chr1,17800000,17900000,chr1,False,-0.03076943882418279,13.0,,False
179,chr1,17900000,18000000,chr1,False,0.04967241375772626,13.0,,False
180,chr1,18000000,18100000,chr1,False,0.08057588919542964,13.0,,False
181,chr1,18100000,18200000,chr1,False,0.17996287898276836,13.0,,False
182,chr1,18200000,18300000,chr1,False,0.3867815901672005,13.0,,False
183,chr1,18300000,18400000,chr1,False,0.36058400634178744,13.0,,False
184,chr1,18400000,18500000,chr1,False,0.07260167952854873,13.0,,False
185,chr1,18500000,18600000,chr1,False,-0.19908349602268596,13.0,0.5316855994967871,True
186,chr1,18600000,18700000,chr1,False,-0.0791110645603568,13.0,,False
187,chr1,18700000,18800000,chr1,False,0.12489545570553603,13.0,,False
188,chr1,18800000,18900000,chr1,False,0.3326021034741011,13.0,,False
189,chr1,18900000,19000000,chr1,False,0.15812632153258177,13.0,,False
190,chr1,19000000,19100000,chr1,False,-0.06195419083588768,13.0,,False
191,chr1,19100000,19200000,chr1,False,-0.30653302142372957,13.0,0.41831508971083053,True
192,chr1,19200000,19300000,chr1,False,-0.2764165698324163,13.0,,False
193,chr1,19300000,19400000,chr1,False,0.033274111698711764,13.0,,False
194,chr1,19400000,19500000,chr1,False,0.11178206828710095,13.0,,False
195,chr1,19500000,19600000,chr1,False,0.0807778572951022,13.0,,False
196,chr1,19600000,19700000,chr1,False,-0.13510895457820932,13.0,,False
197,chr1,19700000,19800000,chr1,False,-0.5609247431837199,13.0,1.4450259163693624,True
198,chr1,19800000,19900000,chr1,False,-0.5179902683695606,13.0,,False
199,chr1,19900000,20000000,chr1,False,-0.14611834420233952,13.0,,False
200,chr1,20000000,20100000,chr1,False,0.07821709806762783,13.0,,False
201,chr1,20100000,20200000,chr1,False,0.23456947014744053,13.0,,False
202,chr1,20200000,20300000,chr1,False,0.3030319095153602,13.0,,False
203,chr1,20300000,20400000,chr1,False,0.2058130889369189,13.0,,False
204,chr1,20400000,20500000,chr1,False,-0.091517370656843,13.0,,False
205,chr1,20500000,20600000,chr1,False,-0.28904719497566655,13.0,,False
206,chr1,20600000,20700000,chr1,False,-0.4231211760308776,13.0,0.7261530855462378,True
207,chr1,20700000,20800000,chr1,False,-0.37330519041582194,13.0,,False
208,chr1,20800000,20900000,chr1,False,0.07936319160860596,13.0,,False
209,chr1,20900000,21000000,chr1,False,0.275293418472331,13.0,,False
210,chr1,21000000,21100000,chr1,False,0.22986376881339352,13.0,,False
211,chr1,21100000,21200000,chr1,False,0.07563050513849165,13.0,0.19966291333383937,False
212,chr1,21200000,21300000,chr1,False,0.1755152099571023,13.0,,False
213,chr1,21300000,21400000,chr1,False,0.16679156868287995,13.0,0.008723641274222343,False
214,chr1,21400000,21500000,chr1,False,0.2849656522127203,13.0,,False
215,chr1,21500000,21600000,chr1,False,0.4049201537469782,13.0,,False
216,chr1,21600000,21700000,chr1,False,0.43530854011393166,13.0,,False
217,chr1,21700000,21800000,chr1,False,0.37410238955841374,13.0,,False
218,chr1,21800000,21900000,chr1,False,0.2018830952461871,13.0,,False
219,chr1,21900000,22000000,chr1,False,0.06495351290020011,13.0,0.37035502721373154,False
220,chr1,22000000,22100000,chr1,False,0.1368874075914304,13.0,,False
221,chr1,22100000,22200000,chr1,False,0.3981306705735963,13.0,,False
222,chr1,22200000,22300000,chr1,False,0.6303675386288171,13.0,,False
223,chr1,22300000,22400000,chr1,False,0.7447847921195618,13.0,,False
224,chr1,22400000,22500000,chr1,False,0.5178311233518607,13.0,,False
225,chr1,22500000,22600000,chr1,False,0.2614366638522958,13.0,0.26786159296283096,False
226,chr1,22600000,22700000,chr1,False,0.5292982568151268,13.0,,False
227,chr1,22700000,22800000,chr1,False,0.4141258935109475,13.0,,False
228,chr1,22800000,22900000,chr1,False,0.2920572471739206,13.0,,False
229,chr1,22900000,23000000,chr1,False,0.1854005713968957,13.0,,False
230,chr1,23000000,23100000,chr1,False,-0.2431408855170971,13.0,0.5624710015404429,True
231,chr1,23100000,23200000,chr1,False,0.006658396624737089,13.0,,False
232,chr1,23200000,23300000,chr1,False,0.16192286792385574,13.0,,False
233,chr1,23300000,23400000,chr1,False,0.18839926093314613,13.0,,False
234,chr1,23400000,23500000,chr1,False,0.18145153662433208,13.0,0.006947724308814046,False
235,chr1,23500000,23600000,chr1,False,0.21635529362819161,13.0,,False
236,chr1,23600000,23700000,chr1,False,0.09047667838003985,13.0,,False
237,chr1,23700000,23800000,chr1,False,0.055810459018046855,13.0,,False
238,chr1,23800000,23900000,chr1,False,-0.14292000338423425,13.0,0.3592752970124259,False
239,chr1,23900000,24000000,chr1,False,-0.04963437864204502,13.0,,False
240,chr1,24000000,24100000,chr1,False,-0.12457225878430443,13.0,0.07493788014225941,False
241,chr1,24100000,24200000,chr1,False,0.126555931026324,13.0,,False
242,chr1,24200000,24300000,chr1,False,0.3193301160233458,13.0,,False
243,chr1,24300000,24400000,chr1,False,0.22686052977144627,13.0,,False
244,chr1,24400000,24500000,chr1,False,0.13140316402745725,13.0,0.18162881035125847,False
245,chr1,24500000,24600000,chr1,False,0.18416391975391894,13.0,,False
246,chr1,24600000,24700000,chr1,False,0.25072495088956737,13.0,,False
247,chr1,24700000,24800000,chr1,False,0.164278034224078,13.0,0.08644691666548937,False
248,chr1,24800000,24900000,chr1,False,0.3130319743787157,13.0,,False
249,chr1,24900000,25000000,chr1,False,-0.015429435051870702,13.0,0.09593215630119986,False
250,chr1,25000000,25100000,chr1,False,0.08050272124932915,9.0,,False
251,chr1,25100000,25200000,chr1,False,-0.2704388448302636,9.0,1.0152236369498255,True
252,chr1,25200000,25300000,chr1,False,0.090682548303283,10.0,,False
253,chr1,25300000,25400000,chr1,True,0.21809635588704376,9.0,,False
254,chr1,25400000,25500000,chr1,False,0.5469080707177656,10.0,,False
255,chr1,25500000,25600000,chr1,False,0.8228683102208125,9.0,,False
256,chr1,25600000,25700000,chr1,False,0.8841011731856424,9.0,,False
257,chr1,25700000,25800000,chr1,False,0.7143823518741114,13.0,,False
258,chr1,25800000,25900000,chr1,False,0.49420078302180465,13.0,,False
259,chr1,25900000,26000000,chr1,False,0.1970224602839246,13.0,,False
260,chr1,26000000,26100000,chr1,False,0.11898493044326051,13.0,0.454864331455076,True
261,chr1,26100000,26200000,chr1,False,0.3862373045727838,13.0,,False
262,chr1,26200000,26300000,chr1,False,0.3655572292669374,13.0,,False
263,chr1,26300000,26400000,chr1,False,0.3078789212846478,13.0,,False
264,chr1,26400000,26500000,chr1,False,0.25839502472390513,13.0,0.1278422798488787,False
265,chr1,26500000,26600000,chr1,False,0.374749676931483,13.0,,False
266,chr1,26600000,26700000,chr1,False,0.5738492618983365,13.0,,False
267,chr1,26700000,26800000,chr1,False,0.5219571449801476,13.0,,False
268,chr1,26800000,26900000,chr1,False,0.3081562016906445,13.0,,False
269,chr1,26900000,27000000,chr1,False,-0.14181458350495518,13.0,0.875488681659722,True
270,chr1,27000000,27100000,chr1,False,0.32849397424708976,13.0,,False
271,chr1,27100000,27200000,chr1,False,0.48923932877458653,13.0,,False
272,chr1,27200000,27300000,chr1,False,0.59438719148508,13.0,,False
273,chr1,27300000,27400000,chr1,False,0.6812000587256389,13.0,,False
274,chr1,27400000,27500000,chr1,False,0.427872962682393,13.0,,False
275,chr1,27500000,27600000,chr1,False,0.2770708773890337,13.0,0.043627945548087466,False
276,chr1,27600000,27700000,chr1,False,0.32069882293712115,13.0,,False
277,chr1,27700000,27800000,chr1,False,0.11686127186271109,13.0,0.5643387868629278,True
278,chr1,27800000,27900000,chr1,False,0.30182033273126757,13.0,,False
279,chr1,27900000,28000000,chr1,False,0.47309174721065905,13.0,,False
280,chr1,28000000,28100000,chr1,False,0.5452444014189688,13.0,,False
281,chr1,28100000,28200000,chr1,False,0.4056775756787997,13.0,0.1395668257401691,False
282,chr1,28200000,28300000,chr1,False,0.5460510406669804,13.0,,False
283,chr1,28300000,28400000,chr1,False,0.7038905647713046,13.0,,False
284,chr1,28400000,28500000,chr1,False,0.7336740981547668,13.0,,False
285,chr1,28500000,28600000,chr1,False,0.7333138171459117,13.0,,False
286,chr1,28600000,28700000,chr1,False,0.3024250722130913,13.0,,False
287,chr1,28700000,28800000,chr1,False,0.21685058523751766,13.0,0.4004199005155805,True
288,chr1,28800000,28900000,chr1,False,0.6139405570460358,13.0,,False
289,chr1,28900000,29000000,chr1,False,0.6172704857530982,13.0,,False
290,chr1,29000000,29100000,chr1,False,0.48106656097632233,13.0,,False
291,chr1,29100000,29200000,chr1,False,0.14094847644812727,13.0,,False
292,chr1,29200000,29300000,chr1,False,-0.17121190461701244,13.0,0.5725662960014678,True
293,chr1,29300000,29400000,chr1,False,0.16957725834556067,13.0,,False
294,chr1,29400000,29500000,chr1,False,0.40135439138445533,13.0,,False
295,chr1,29500000,29600000,chr1,False,0.37089523565305,13.0,,False
296,chr1,29600000,29700000,chr1,False,0.05749979527921079,13.0,,False
297,chr1,29700000,29800000,chr1,False,-0.22562038391302747,13.0,0.35544435836636473,False
298,chr1,29800000,29900000,chr1,False,-0.183215966156793,13.0,,False
299,chr1,29900000,30000000,chr1,False,-0.152182108350509,13.0,,False
300,chr1,30000000,30100000,chr1,False,0.02432178440933427,13.0,,False
301,chr1,30100000,30200000,chr1,False,0.12167167333617,13.0,,False
302,chr1,30200000,30300000,chr1,False,0.12982397445333727,13.0,,False
303,chr1,30300000,30400000,chr1,False,0.11110911726500353,13.0,,False
304,chr1,30400000,30500000,chr1,False,0.09997080363412061,13.0,,False
305,chr1,30500000,30600000,chr1,False,-0.11536772507304167,13.0,,False
306,chr1,30600000,30700000,chr1,False,-0.33091780044422114,13.0,0.9874298207999039,True
307,chr1,30700000,30800000,chr1,False,-0.2702419679527455,13.0,,False
308,chr1,30800000,30900000,chr1,False,-0.15776180860139674,13.0,,False
309,chr1,30900000,31000000,chr1,False,-0.06393730422265363,13.0,,False
310,chr1,31000000,31100000,chr1,False,0.23749834780485346,13.0,,False
311,chr1,31100000,31200000,chr1,False,0.4585241573477307,13.0,,False
312,chr1,31200000,31300000,chr1,False,0.5393665091381115,13.0,,False
313,chr1,31300000,31400000,chr1,False,0.5926250359492736,13.0,,False
314,chr1,31400000,31500000,chr1,False,0.31831317041409146,13.0,,False
315,chr1,31500000,31600000,chr1,False,0.3159658059943281,13.0,0.19739644667285272,False
316,chr1,31600000,31700000,chr1,False,0.5133622526671808,13.0,,False
317,chr1,31700000,31800000,chr1,False,0.48424129354056217,13.0,,False
318,chr1,31800000,31900000,chr1,False,0.42663529244967857,13.0,,False
319,chr1,31900000,32000000,chr1,False,0.21850429744438274,13.0,0.013426930743211357,False
320,chr1,32000000,32100000,chr1,False,0.2319312281875941,13.0,,False
321,chr1,32100000,32200000,chr1,False,0.1459991097351726,13.0,,False
322,chr1,32200000,32300000,chr1,False,0.02194165768067786,13.0,0.5706833782685957,True
323,chr1,32300000,32400000,chr1,False,0.038086426406552173,13.0,,False
324,chr1,32400000,32500000,chr1,False,0.3230866238062404,13.0,,False
325,chr1,32500000,32600000,chr1,False,0.5240605836312222,13.0,,False
326,chr1,32600000,32700000,chr1,False,0.6565120203556828,13.0,,False
327,chr1,32700000,32800000,chr1,False,0.43125652532116515,13.0,,False
328,chr1,32800000,32900000,chr1,False,0.08410510346552341,13.0,,False
329,chr1,32900000,33000000,chr1,False,-0.04903126866076206,13.0,,False
330,chr1,33000000,33100000,chr1,False,-0.1465280974676862,13.0,0.22035781851745334,False
331,chr1,33100000,33200000,chr1,False,-0.006628473149908094,13.0,,False
332,chr1,33200000,33300000,chr1,False,0.07382972104976716,13.0,,False
333,chr1,33300000,33400000,chr1,False,0.05795068836967684,13.0,,False
334,chr1,33400000,33500000,chr1,False,-0.20115866572076574,13.0,,False
335,chr1,33500000,33600000,chr1,False,-0.3865884358017027,13.0,,False
336,chr1,33600000,33700000,chr1,False,-0.534617663476822,13.0,0.6091368298739066,True
337,chr1,33700000,33800000,chr1,False,-0.2644634883318601,13.0,,False
338,chr1,33800000,33900000,chr1,False,0.027387665880573824,13.0,,False
339,chr1,33900000,34000000,chr1,False,0.0745191663970846,13.0,,False
340,chr1,34000000,34100000,chr1,False,-0.06586086122479033,13.0,,False
341,chr1,34100000,34200000,chr1,False,-0.13352866888891476,13.0,0.15192818912113376,False
342,chr1,34200000,34300000,chr1,False,0.01839952023221901,13.0,,False
343,chr1,34300000,34400000,chr1,False,-0.12238294486412749,13.0,,False
344,chr1,34400000,34500000,chr1,False,-0.13266580525616134,13.0,,False
345,chr1,34500000,34600000,chr1,False,-0.4545309578335222,13.0,,False
346,chr1,34600000,34700000,chr1,False,-0.6239914765952196,13.0,1.422599509308263,True
347,chr1,34700000,34800000,chr1,False,-0.5848428559163853,13.0,,False
348,chr1,34800000,34900000,chr1,False,-0.004710906002932714,13.0,,False
349,chr1,34900000,35000000,chr1,False,0.3019574392666188,13.0,,False
350,chr1,35000000,35100000,chr1,False,0.5908161941719893,13.0,,False
351,chr1,35100000,35200000,chr1,False,0.6159868405946126,13.0,,False
352,chr1,35200000,35300000,chr1,False,0.480488924180174,13.0,,False
353,chr1,35300000,35400000,chr1,False,0.3025620361742568,13.0,,False
354,chr1,35400000,35500000,chr1,False,0.2975903023007845,13.0,,False
355,chr1,35500000,35600000,chr1,False,0.28024338210722105,13.0,,False
356,chr1,35600000,35700000,chr1,False,0.07420144923003977,13.0,,False
357,chr1,35700000,35800000,chr1,False,-0.03909741819121506,13.0,,False
358,chr1,35800000,35900000,chr1,False,-0.18473937085018083,13.0,0.3846377374674863,True
359,chr1,35900000,36000000,chr1,False,0.002993727998537938,13.0,,False
360,chr1,36000000,36100000,chr1,False,0.07742897223971759,13.0,,False
361,chr1,36100000,36200000,chr1,False,0.1998983666173055,13.0,,False
362,chr1,36200000,36300000,chr1,False,0.041652574541160066,13.0,,False
363,chr1,36300000,36400000,chr1,False,-0.2893098439284462,13.0,,False
364,chr1,36400000,36500000,chr1,False,-0.5017074320863855,13.0,1.117694272680998,True
365,chr1,36500000,36600000,chr1,False,-0.28288119084384983,13.0,,False
366,chr1,36600000,36700000,chr1,False,0.24407636073373573,13.0,,False
367,chr1,36700000,36800000,chr1,False,0.7260484704724742,13.0,,False
368,chr1,36800000,36900000,chr1,False,0.7676890353930254,13.0,,False
369,chr1,36900000,37000000,chr1,False,0.5252809843742849,13.0,,False
370,chr1,37000000,37100000,chr1,False,0.39740272387960524,13.0,,False
371,chr1,37100000,37200000,chr1,False,0.37122788209415225,13.0,,False
372,chr1,37200000,37300000,chr1,False,0.23569336855114262,13.0,,False
